"slug","english_title","chinese_name","review_state","pack_count","packs","modrinth_url"
"grass-overhaul","Grass Overhaul","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/grass-overhaul"
"grindstone-sharper-tools","Grindstone Sharper Tools","","unreviewed","1","create_plus","https://modrinth.com/mod/grindstone-sharper-tools"
"guard-villagers-(fabricquilt)","Guard Villagers (Fabric/Quilt)","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/guard-villagers-(fabricquilt)"
"gun-scaling","Gun Scaling","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/gun-scaling"
"hardcore-revival","Hardcore Revival","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/hardcore-revival"
"hide-key-binding","Hide Key Binding","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/hide-key-binding"
"horse-stonks","Horse Stonks","","unreviewed","1","create_plus","https://modrinth.com/mod/horse-stonks"
"hourglass","Hourglass","","unreviewed","1","create_plus","https://modrinth.com/mod/hourglass"
"htp-citoptimizer","HTP CIT Resewn Optimizer","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/htp-citoptimizer"
"huge-structure-blocks","Huge Structure Blocks","","unreviewed","1","cobbleverse","https://modrinth.com/mod/huge-structure-blocks"
"hybrid-aquatic","Hybrid Aquatic","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/hybrid-aquatic"
"i18nupdatemod","I18nUpdateMod","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/i18nupdatemod"
"icarus","Icarus","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/icarus"
"icarus-x-transmog-compat","Icarus x Transmog compat","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/icarus-x-transmog-compat"
"icterine","Icterine","","unreviewed","1","create_plus","https://modrinth.com/mod/icterine"
"idas"," Integrated Dungeons and Structures","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/idas"
"idwtialsimmoedm","Idwtialsimmoedm","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/idwtialsimmoedm"
"ijm-tweaks","IJM's Tweaks","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/ijm-tweaks"
"imblocker-original","IMBlocker","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/imblocker-original"
"immersive-aircraft","Immersive Aircraft","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/immersive-aircraft"
"immersive-melodies-in-backpacks","Immersive Melodies in Backpacks","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/immersive-melodies-in-backpacks"
"immersive-optimization","Immersive Optimization","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/immersive-optimization"
"immersive-paintings","Immersive Paintings","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/immersive-paintings"
"incendium","Incendium Legacy","","unreviewed","1","nonagon","https://modrinth.com/mod/incendium"
"incubation","Incubation","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/incubation"
"infinite-banner-patterns","Infinite Banner Patterns","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/infinite-banner-patterns"
"infinite-music","Music Delay Remover (Infinite Music)","","unreviewed","1","cobbleverse","https://modrinth.com/mod/infinite-music"
"infusion-table","Infusion Table","","unreviewed","1","create_plus","https://modrinth.com/mod/infusion-table"
"inmis","Inmis","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/inmis"
"inmisaddon","InmisAddon","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/inmisaddon"
"interactic","Interactic","","unreviewed","1","cobbleverse","https://modrinth.com/mod/interactic"
"inventory-profiles-next","Inventory Profiles Next","物品栏整理 (Inventory Profiles Next)","curated","1","zombie-invade-100-days","https://modrinth.com/mod/inventory-profiles-next"
"inventory-sorting","Inventory Sorting","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/inventory-sorting"
"inventoryhudplus","InventoryHUD+","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/inventoryhudplus"
"invmove","InvMove","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/invmove"
"invmovecompats","InvMoveCompats","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/invmovecompats"
"invocations","Invocations","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/invocations"
"iris-flw-compat","Iris & Oculus Flywheel Compat","","unreviewed","1","create_plus","https://modrinth.com/mod/iris-flw-compat"
"irissearch","Iris & Oculus Search","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/irissearch"
"iron-furnaces","Iron Furnaces","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/iron-furnaces"
"ironchests","Iron Chests: Restocked","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/ironchests"
"it-takes-a-pillage","It Takes a Pillage","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/it-takes-a-pillage"
"item-borders","Item Borders","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/item-borders"
"itemswapper","ItemSwapper","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/itemswapper"
"iwtb","I Want That Back","","unreviewed","1","create_plus","https://modrinth.com/mod/iwtb"
"jadens-nether-expansion","Jaden's Nether Expansion","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/jadens-nether-expansion"
"jewelry","Jewelry (RPG Series)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/jewelry"
"journeymap","JourneyMap","旅行地图 (JourneyMap)","curated","1","nonagon","https://modrinth.com/mod/journeymap"
"joy-of-painting","Joy of Painting","","unreviewed","1","create_plus","https://modrinth.com/mod/joy-of-painting"
"jrftl","Just Another Rotten Flesh to Leather Mod","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/jrftl"
"just-enough-effect-descriptions-jeed","Just Enough Effect Descriptions (JEED)","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/just-enough-effect-descriptions-jeed"
"just-hammers","Just Hammers","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/just-hammers"
"just-outdoor-stuffs","Just Outdoor Stuffs","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/just-outdoor-stuffs"
"just-player-heads","Just Player Heads","","unreviewed","1","create_plus","https://modrinth.com/mod/just-player-heads"
"justenoughcharacters","JustEnoughCharacters","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/justenoughcharacters"
"keep-my-soil-tilled","Keep My Soil Tilled","","unreviewed","1","create_plus","https://modrinth.com/mod/keep-my-soil-tilled"
"keepheadnames","Keep Head Names","","unreviewed","1","create_plus","https://modrinth.com/mod/keepheadnames"
"keybind-fix","Keybind Fix","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/keybind-fix"
"kibe","Kibe","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/kibe"
"krypton-fnp","Krypton Reno","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/krypton-fnp"
"ksyxis","Ksyxis","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/ksyxis"
"kubejs-additions","KubeJS Additions","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/kubejs-additions"
"kubejs-create","KubeJS Create","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/kubejs-create"
"l_enders-cataclysm","L_Ender's Cataclysm","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/l_enders-cataclysm"
"labels","Storage Labels","","unreviewed","1","create_plus","https://modrinth.com/mod/labels"
"lazy-language-loader","lazy-language-loader","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/lazy-language-loader"
"lazydfu","LazyDFU","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/lazydfu"
"leawind-third-person","Leawind's Third Person","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/leawind-third-person"
"legendary-monuments","Cobblemon: Legendary Monuments","","unreviewed","1","cobbleverse","https://modrinth.com/mod/legendary-monuments"
"legendary-tooltips-x-travelers-backpack-fix","Legendary Tooltips x Traveler's Backpack Fix","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/legendary-tooltips-x-travelers-backpack-fix"
"lenient-death","Lenient Death","","unreviewed","1","cobbleverse","https://modrinth.com/mod/lenient-death"
"lets-do-brewery","Legacy: [Let's Do] Brewery","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/lets-do-brewery"
"lets-do-emi-compat","[Let's Do Addon] EMI Compat","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/lets-do-emi-compat"
"lets-do-herbalbrews","[Let's Do] HerbalBrews","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/lets-do-herbalbrews"
"lets-do-vinery","[Let's Do] Vinery","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/lets-do-vinery"
"libipn","libIPN","libIPN (物品栏整理库)","extended","1","zombie-invade-100-days","https://modrinth.com/mod/libipn"
"libjf","LibJF","","unreviewed","1","cobbleverse","https://modrinth.com/mod/libjf"
"libz","LibZ","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/libz"
"lightspeed","Lightspeed","","unreviewed","1","create_plus","https://modrinth.com/mod/lightspeed"
"lilac","LiLaC","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/lilac"
"lionfish-api","Lionfish-API","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/lionfish-api"
"litematica","Litematica","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/litematica"
"load-my-resources","Load My Resources","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/load-my-resources"
"loading-backgrounds","Loading Backgrounds","","unreviewed","1","nonagon","https://modrinth.com/mod/loading-backgrounds"
"locator-heads","Locator Heads","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/locator-heads"
"log-cleaner","Log Cleaner","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/log-cleaner"
"lootjs","LootJS: KubeJS Addon","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/lootjs"
"lost-cities-modern-tweaks","Lost Cities Modern Tweaks","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/lost-cities-modern-tweaks"
"lostcitiesfilter","Lost Cities Filter","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/lostcitiesfilter"
"lucent","Lucent","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/lucent"
"lumina-fullbright","Lumina","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/lumina-fullbright"
"lumymon","LumyMon","","unreviewed","1","cobbleverse","https://modrinth.com/mod/lumymon"
"lumyrei","LumyREI","","unreviewed","1","cobbleverse","https://modrinth.com/mod/lumyrei"
"lyivxs-core","LYIVX's Core","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/lyivxs-core"
"lyivxs-furniture","Furnection","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/lyivxs-furniture"
"macaws-biomes-o-plenty","Macaw's Biomes O' Plenty","","unreviewed","1","nonagon","https://modrinth.com/mod/macaws-biomes-o-plenty"
"macaws-paintings","Macaw's Paintings","","unreviewed","1","nonagon","https://modrinth.com/mod/macaws-paintings"
"macaws-paths-and-pavings","Macaw's Paths and Pavings","","unreviewed","1","nonagon","https://modrinth.com/mod/macaws-paths-and-pavings"
"macaws-stairs","Macaw's Stairs","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/macaws-stairs"
"main-menu-credits","Main Menu Credits","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/main-menu-credits"
"majrusz-library","Majrusz Library","","unreviewed","1","create_plus","https://modrinth.com/mod/majrusz-library"
"majruszs-enchantments","Majrusz's Enchantments","","unreviewed","1","create_plus","https://modrinth.com/mod/majruszs-enchantments"
"malilib","MaLiLib","MaLiLib (工具库)","extended","1","barces-vanilla-experience","https://modrinth.com/mod/malilib"
"manascore","ManasCore","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/manascore"
"mariums-soulslike-weaponry","Marium's Soulslike Weaponry","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/mariums-soulslike-weaponry"
"mavapi","More Axolotl Variants API","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/mavapi"
"mavm","More Axolotl Variants Mod","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/mavm"
"mc-dungeons-enchanting","MC Dungeons Enchanting","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/mc-dungeons-enchanting"
"mcdw","MC Dungeons Weapons","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/mcdw"
"mclogs","mclo.gs","","unreviewed","1","create_plus","https://modrinth.com/mod/mclogs"
"mcr_blahaj","Blahaj Expanded","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/mcr_blahaj"
"measurements","Measurements","","unreviewed","1","create_plus","https://modrinth.com/mod/measurements"
"mega","MEGA Cells","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/mega"
"merequester","ME Requester","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/merequester"
"minecells","Mine Cells - Dead Cells Mod","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/minecells"
"miners-delight","Miner's Delight","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/miners-delight"
"minihud","MiniHUD","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/minihud"
"mixin-conflict-helper","Mixin Conflict Helper","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/mixin-conflict-helper"
"mixintrace-reborn","MixinTrace Reborn","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/mixintrace-reborn"
"mixintrace-reforged","MixinTrace Reforged","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/mixintrace-reforged"
"mmlib","Mysterious Mountain Lib","","unreviewed","1","create_plus","https://modrinth.com/mod/mmlib"
"mmmmmmmmmmmm","MmmMmmMmmMmm","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/mmmmmmmmmmmm"
"moar-concrete","Moar Concrete","","unreviewed","1","cobbleverse","https://modrinth.com/mod/moar-concrete"
"mobs-of-mythology","Mobs of Mythology","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/mobs-of-mythology"
"mobsbegone","MobsBeGone","","unreviewed","1","cobbleverse","https://modrinth.com/mod/mobsbegone"
"modelfix","Model Gap Fix","模型缝隙修复 (Model Gap Fix)","extended","1","pokemon-elysium","https://modrinth.com/mod/modelfix"
"modern-industrialization","Modern Industrialization","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/modern-industrialization"
"modernfix-mvus","ModernFix-mVUS","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/modernfix-mvus"
"monobank","Monobank","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/monobank"
"monsters-in-the-closet","Monsters in the Closet","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/monsters-in-the-closet"
"moogs-glow-up","Moog's Glow Up","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/moogs-glow-up"
"more-armor-trims","More Armor Trims","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/more-armor-trims"
"more-cobblemon-tweaks","MoreCobblemonTweaks","","unreviewed","1","cobbleverse","https://modrinth.com/mod/more-cobblemon-tweaks"
"more-layered-blocks","More Layered Blocks","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/more-layered-blocks"
"more-mob-variants","More Mob Variants","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/more-mob-variants"
"more-rpg-library","More RPG Library","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/more-rpg-library"
"more-slabs-stairs-and-walls","More Slabs Stairs & Walls","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/more-slabs-stairs-and-walls"
"more-sniffer-flowers","More Sniffer Flowers","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/more-sniffer-flowers"
"moremousetweaks","More Mouse Tweaks","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/moremousetweaks"
"move-subtitles","Move Subtitles","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/move-subtitles"
"mowzies-mobs","Mowzie's Mobs","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/mowzies-mobs"
"mru","MRU","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/mru"
"mss-moogs-soaring-structures","MSS - Moog's Soaring Structures","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/mss-moogs-soaring-structures"
"music-notification","Music Notification","","unreviewed","1","cobbleverse","https://modrinth.com/mod/music-notification"
"mutant-monsters","Mutant Monsters","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/mutant-monsters"
"mutant-skeleton-armor-tweaks","Mutant Skeleton Armor Tweaks","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/mutant-skeleton-armor-tweaks"
"mutil","mutil","","unreviewed","1","create_plus","https://modrinth.com/mod/mutil"
"my-nethers-delight-refabricated","My Nether's Delight Refabricated","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/my-nethers-delight-refabricated"
"mythic-charms","Mythic Charms","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/mythic-charms"
"mythic-mounts","Mythic Mounts","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/mythic-mounts"
"mythic-upgrades","Mythic Upgrades","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/mythic-upgrades"
"naturalist","Naturalist","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/naturalist"
"navas-zamega","Navas ZA Megas","","unreviewed","1","cobbleverse","https://modrinth.com/mod/navas-zamega"
"nbt-autocomplete","NBT Autocomplete","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/nbt-autocomplete"
"neapolitan","Neapolitan","","unreviewed","1","create_plus","https://modrinth.com/mod/neapolitan"
"neat","Neat","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/neat"
"netherite_tweaks","Netherite Tweaks","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/netherite_tweaks"
"nethers-delight","Nether's Delight","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/nethers-delight"
"newneoblhaj","NewNeoBlåhaj","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/newneoblhaj"
"nicer-skies","Nicer Skies","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/nicer-skies"
"nitor","Nitor","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/nitor"
"nmpr","No More Poison with Regeneration","","unreviewed","1","create_plus","https://modrinth.com/mod/nmpr"
"no-chat-restrictions","No Chat Restrictions","","unreviewed","1","cobbleverse","https://modrinth.com/mod/no-chat-restrictions"
"no-resource-pack-warnings","No Resource Pack Warnings","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/no-resource-pack-warnings"
"noisium-(unofficial-forge-port)","Noisium (Unofficial forge port)","","unreviewed","1","create_plus","https://modrinth.com/mod/noisium-(unofficial-forge-port)"
"notenoughitems-unofficial","NotEnoughItems Unofficial 1.7.10","","unreviewed","1","heropack-verse-fiskheroes-server","https://modrinth.com/mod/notenoughitems-unofficial"
"nuit-interop","Nuit Interop","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/nuit-interop"
"numismatic-overhaul","Numismatic Overhaul","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/numismatic-overhaul"
"numismatics","Create: Numismatics","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/numismatics"
"oauth","OAuth","","unreviewed","1","create_plus","https://modrinth.com/mod/oauth"
"obscure-api","Obscure API","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/obscure-api"
"observable","Observable","","unreviewed","1","create_plus","https://modrinth.com/mod/observable"
"obsidianui","ObsidianUI","","unreviewed","1","create_plus","https://modrinth.com/mod/obsidianui"
"oh-my-gourd","Oh My Gourd!","","unreviewed","1","create_plus","https://modrinth.com/mod/oh-my-gourd"
"oh-the-biomes-weve-gone","Oh The Biomes We've Gone","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/oh-the-biomes-weve-gone"
"oh-the-trees-youll-grow","Oh The Trees You'll Grow","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/oh-the-trees-youll-grow"
"only-bottle-caps","Only Bottle Caps","","unreviewed","1","cobbleverse","https://modrinth.com/mod/only-bottle-caps"
"only-excavators","Only Excavators","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/only-excavators"
"opac-fixes","OPAC-Fixes","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/opac-fixes"
"opac-ui","OPAC-UI","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/opac-ui"
"opacpvp","Open Parties and Claims PvP Support","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/opacpvp"
"open-loader","Open Loader","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/open-loader"
"openblocks-elevator-fabric"," OpenBlocks Elevator (Fabric)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/openblocks-elevator-fabric"
"oxidized","Oxidized","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/oxidized"
"paintable","Paintable","","unreviewed","1","create_plus","https://modrinth.com/mod/paintable"
"paladins-and-priests","Paladins & Priests (RPG Series)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/paladins-and-priests"
"pandalib","PandaLib","","unreviewed","1","create_plus","https://modrinth.com/mod/pandalib"
"pandas-falling-trees","Panda's Falling Trees","","unreviewed","1","create_plus","https://modrinth.com/mod/pandas-falling-trees"
"panorama-screens","Panorama Screens","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/panorama-screens"
"particular-reforged","Particular ✨ Reforged","","unreviewed","1","cobbleverse","https://modrinth.com/mod/particular-reforged"
"pet-cemetery","Pet Cemetery","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/pet-cemetery"
"physicsmod","Physics Mod","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/physicsmod"
"piglin-proliferation","Piglin Proliferation","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/piglin-proliferation"
"pirates-doom","Pirate's Doom","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/pirates-doom"
"placement+","Placement+","","unreviewed","1","create_plus","https://modrinth.com/mod/placement+"
"playeranimator","playerAnimator","玩家动画 (playerAnimator)","extended","1","prominence-2-fabric","https://modrinth.com/mod/playeranimator"
"pluto","Pluto","","unreviewed","1","create_plus","https://modrinth.com/mod/pluto"
"pokeblocks","Pokeblocks","","unreviewed","1","cobbleverse","https://modrinth.com/mod/pokeblocks"
"polymer","Polymer","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/polymer"
"polymorphic-energistics","Polymorphic Energistics","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/polymorphic-energistics"
"portals-gui","Portals Gui","","unreviewed","1","create_plus","https://modrinth.com/mod/portals-gui"
"potion-bundles","Potion Bundles","","unreviewed","1","create_plus","https://modrinth.com/mod/potion-bundles"
"powah","Powah!","帕瓦 (Powah)","curated","1","prominence-2-fabric","https://modrinth.com/mod/powah"
"prickle","Prickle","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/prickle"
"projectile-damage-attribute","Projectile Damage Attribute","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/projectile-damage-attribute"
"projectiles","Projectiles","","unreviewed","1","create_plus","https://modrinth.com/mod/projectiles"
"prominence-ost","Prominence OST","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/prominence-ost"
"puzzle","Puzzle","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/puzzle"
"qsl","Quilted Fabric API (QFAPI) / Quilt Standard Libraries (QSL)","","unreviewed","1","nonagon","https://modrinth.com/mod/qsl"
"quests-teams-fixes","Quests & Teams Fixes","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/quests-teams-fixes"
"radiant-gear","Radiant Gear","","unreviewed","1","create_plus","https://modrinth.com/mod/radiant-gear"
"radium","Radium","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/radium"
"raided","Raided","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/raided"
"random-shulker-colours","Random Shulker Colours","","unreviewed","1","create_plus","https://modrinth.com/mod/random-shulker-colours"
"ranged-weapon-api","Ranged Weapon API","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/ranged-weapon-api"
"rare-ice","Rare Ice","","unreviewed","1","create_plus","https://modrinth.com/mod/rare-ice"
"rctapi","Radical Cobblemon Trainers API","","unreviewed","1","cobbleverse","https://modrinth.com/mod/rctapi"
"rctmod","Radical Cobblemon Trainers","","unreviewed","1","cobbleverse","https://modrinth.com/mod/rctmod"
"reactive-music","Reactive Music","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/reactive-music"
"rebalance","ReBalance","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/rebalance"
"reborncore","Reborn Core","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/reborncore"
"reforgium","Reforgium","","unreviewed","1","create_plus","https://modrinth.com/mod/reforgium"
"regions-unexplored","Regions Unexplored","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/regions-unexplored"
"reliable-recipes","Reliable Recipes","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/reliable-recipes"
"reliable-remover","Reliable Remover","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/reliable-remover"
"renice-shot","Renice Shot","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/renice-shot"
"repurposed-structures-forge","Repurposed Structures - Neoforge/Forge","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/repurposed-structures-forge"
"resistance-balancer","Resistance Balancer","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/resistance-balancer"
"resourcify","Resourcify","","unreviewed","1","create_plus","https://modrinth.com/mod/resourcify"
"respackopts","Respackopts","","unreviewed","1","cobbleverse","https://modrinth.com/mod/respackopts"
"respiteful","Respiteful","","unreviewed","1","create_plus","https://modrinth.com/mod/respiteful"
"responsiveshields","Responsive Shields","","unreviewed","1","create_plus","https://modrinth.com/mod/responsiveshields"
"revampedwolf","RevampedWolf","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/revampedwolf"
"rightclickharvest","RightClickHarvest","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/rightclickharvest"
"river-redux","River Redux","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/river-redux"
"rogues-and-warriors","Rogues & Warriors (RPG Series)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/rogues-and-warriors"
"roughly-enough-professions-rep","Roughly Enough Professions (REP)","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/roughly-enough-professions-rep"
"rrls","Remove Reloading Screen","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/rrls"
"rubidium-extra","Embeddium (Rubidium) Extra","","unreviewed","1","create_plus","https://modrinth.com/mod/rubidium-extra"
"runes","Runes","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/runes"
"ryoamiclights","RyoamicLights","","unreviewed","1","create_plus","https://modrinth.com/mod/ryoamiclights"
"s-lib","S-Lib","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/s-lib"
"salt","Salt","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/salt"
